invoice_date,supplier_avg_amount_90d,supplier_invoice_count_30d,duplicate_invoice_flag,split_invoice_flag,late_night_submission_flag,payment_term_days,is_fraud
20-05-2023,4959.802571,17,0,0,0,90,0
29-01-2023,12954.24,14,0,0,0,30,0
25-11-2023,5027.079412,14,0,0,0,30,0
13-01-2023,18074.04889,9,0,0,0,60,0
11-07-2023,13165.65692,13,0,0,0,90,0
15-05-2023,3408.386471,7,0,0,0,30,0
30-03-2023,2365.63359,10,0,0,0,30,0
24-06-2023,4729.804524,11,0,0,0,30,0
11-07-2023,4157.423846,16,0,0,0,30,0
17-11-2023,3935.379048,14,0,0,0,30,0
13-08-2023,10433.47471,22,0,0,1,60,0
04-05-2023,4565.281923,5,0,0,0,30,1
14-07-2023,31261.84026,10,0,0,0,30,0
19-12-2023,14285.041,11,0,0,1,60,0
11-10-2023,2461.599697,10,0,0,0,60,0
29-03-2023,36786.31,8,0,0,0,90,1
15-03-2023,4548.130526,17,0,0,0,30,1
13-09-2023,1828.383171,20,0,0,0,60,0
10-07-2023,5603.219565,13,0,0,1,30,0
14-09-2023,11933.405,17,0,0,0,60,0
13-03-2023,1568.784091,11,0,0,0,30,0
23-01-2023,3242.7125,4,0,0,0,30,0
22-02-2023,3202.884783,11,0,0,0,60,0
11-01-2023,5117.06,2,0,0,0,30,0
05-01-2023,6554.75,5,0,1,1,90,1
07-04-2023,5003.092647,10,0,0,1,30,0
17-01-2023,16027.40167,6,0,1,1,60,1
03-06-2023,5644.960345,11,0,0,0,30,0
03-02-2023,4916.445625,14,0,0,0,60,1
28-11-2023,8605.999063,10,0,0,0,30,0
15-02-2023,1807.583333,10,0,0,1,60,0
05-01-2023,4239.746,5,0,0,0,30,0
13-12-2023,16058.1473,15,0,0,0,30,0
20-10-2023,6845.147708,17,0,0,1,60,0
16-09-2023,1820.091875,13,0,0,1,60,0
27-01-2023,21299.035,4,0,0,1,30,0
29-08-2023,10819.95242,14,0,0,1,30,1
25-03-2023,3007.098409,18,0,0,0,30,0
16-11-2023,43363.84944,17,0,0,1,30,1
12-05-2023,5040.067442,16,0,1,0,90,1
10-04-2023,4626.42925,14,0,0,0,60,0
07-01-2023,5140.3225,4,0,0,1,30,0
23-08-2023,1698.300417,15,0,1,0,30,1
29-10-2023,6378.843721,15,0,1,1,60,1
09-12-2023,3989.959444,13,0,0,0,60,0
15-08-2023,7542.490488,15,0,0,0,60,0
20-12-2023,9846.369474,13,0,0,0,30,0
05-04-2023,2782.638537,16,0,1,1,60,1
06-04-2023,3275.388776,17,0,0,0,30,0
03-07-2023,8956.546154,12,0,1,0,30,1
02-12-2023,4880.853125,14,0,0,0,60,0
29-07-2023,3296.316944,10,0,0,0,30,0
25-12-2023,6737.448837,17,0,1,0,90,0
17-04-2023,5526.998929,9,0,0,0,30,0
07-10-2023,12444.79324,12,0,0,0,60,0
29-04-2023,8819.765957,15,0,0,0,30,0
31-07-2023,7242.274483,24,0,0,0,30,0
21-01-2023,3624.348889,9,0,0,1,60,0
27-01-2023,3896.684375,16,0,0,0,60,0
22-01-2023,4912.915,10,0,0,1,30,0
23-09-2023,5001.060909,12,0,0,0,90,0
18-03-2023,6364.207143,16,0,0,0,60,1
12-05-2023,6636.332549,14,0,0,1,30,0
30-06-2023,2891.036429,18,0,0,0,90,0
20-02-2023,2921.3636,19,0,0,0,30,0
04-05-2023,9208.258913,17,0,0,0,60,0
09-02-2023,5187.072143,11,0,0,0,60,0
06-04-2023,3838.417027,5,0,0,0,30,0
17-01-2023,4455.11125,8,0,0,1,60,0
10-12-2023,25505.81795,19,0,0,1,90,1
17-02-2023,5240.556154,8,0,0,0,60,0
20-04-2023,6552.99625,15,0,0,0,90,0
30-10-2023,12180.09265,13,0,0,0,60,1
04-10-2023,5518.841176,14,0,0,0,30,0
22-10-2023,12943.12721,15,0,0,0,30,1
18-07-2023,5455.428235,16,0,0,0,30,0
01-11-2023,12000.63103,13,0,0,0,30,1
29-07-2023,8002.62,14,0,0,0,30,0
15-02-2023,4603.883684,14,0,0,0,30,0
25-05-2023,4611.813,10,0,0,0,60,0
17-07-2023,6631.587619,10,0,0,0,30,0
26-12-2023,3212.328378,16,0,0,0,60,0
04-05-2023,15485.65213,18,0,0,1,60,0
07-03-2023,15304.69364,8,0,0,0,30,1
30-11-2023,1527.353158,8,0,0,1,30,0
01-11-2023,2749.51825,14,0,0,1,60,0
06-12-2023,8277.652,15,0,0,0,90,0
12-03-2023,7155.166,13,0,0,0,60,0
15-07-2023,1643.918571,12,0,0,0,60,0
25-05-2023,2773.780909,8,0,0,0,60,0
27-10-2023,24175.59063,13,0,0,0,90,0
17-04-2023,7046.834737,10,0,0,1,30,0
25-06-2023,19044.5439,10,0,0,0,30,0
25-10-2023,10703.00488,12,0,0,0,30,0
26-10-2023,4989.292979,15,0,1,0,60,1
19-08-2023,1579.757353,9,0,0,1,30,0
09-07-2023,15280.06268,17,0,0,1,60,1
04-06-2023,11276.16441,11,0,0,1,30,0
07-12-2023,5890.596667,14,0,0,0,60,0
03-08-2023,4508.905455,13,0,0,1,60,0
20-08-2023,1695.175517,12,0,0,0,30,0
15-08-2023,10994.94093,12,0,0,0,60,0
02-09-2023,1604.411923,7,0,0,0,90,0
19-08-2023,3497.808788,8,0,1,0,60,1
14-06-2023,3743.330345,13,0,1,0,60,1
02-08-2023,25190.61425,13,0,0,1,30,0
24-04-2023,9399.302353,10,0,0,0,30,0
11-06-2023,2088.29,16,0,0,0,30,0
02-10-2023,8714.6875,15,0,0,0,60,0
31-03-2023,5701.251944,18,0,0,0,30,0
18-08-2023,17082.13563,14,0,0,0,60,0
20-11-2023,5432.09619,20,0,0,0,30,0
27-10-2023,17083.32385,16,0,0,0,30,0
04-01-2023,4156.75,1,0,0,0,30,0
25-04-2023,5187.872927,16,0,0,1,30,1
22-06-2023,9123.472647,14,0,0,0,30,0
24-07-2023,25523.65275,11,0,0,0,60,1
07-10-2023,9337.953514,13,0,0,1,30,0
21-04-2023,6283.514231,15,0,0,0,60,0
08-06-2023,7346.22,11,0,0,1,60,0
08-11-2023,16974.71233,17,0,0,0,30,0
07-05-2023,2903.227234,14,0,1,0,30,1
19-09-2023,5938.561316,21,0,0,0,30,0
03-01-2023,1306,1,0,0,1,60,0
10-04-2023,13768.70839,12,0,0,1,90,0
29-08-2023,1420.900938,13,0,0,0,30,0
04-08-2023,7453.938409,19,0,0,0,30,1
13-04-2023,4854.261176,11,0,0,0,30,0
04-12-2023,1290.971714,12,0,0,0,30,0
23-12-2023,8429.006923,14,0,0,0,30,1
13-02-2023,9901.194375,11,0,0,1,60,0
01-12-2023,3080.984048,14,0,0,0,30,0
06-03-2023,4812.702222,14,0,1,0,60,1
28-08-2023,4484.294651,16,0,0,0,30,0
16-07-2023,8068.647778,11,0,0,0,30,0
22-06-2023,5831.8042,22,0,0,0,60,0
04-08-2023,8076.414082,17,0,0,1,90,0
05-05-2023,2925.667692,16,0,1,0,60,1
06-04-2023,5484.044063,7,0,0,0,60,1
12-06-2023,8853.181081,14,0,0,0,30,1
04-09-2023,4353.137222,15,0,0,0,60,0
19-11-2023,7009.198485,9,0,0,0,30,0
08-10-2023,5444.66439,16,0,0,0,60,0
28-11-2023,7564.749333,12,0,0,1,30,0
02-12-2023,5708.294667,12,0,0,1,90,0
18-11-2023,7741.8,12,0,0,0,30,0
29-07-2023,7349.311786,7,0,0,1,30,0
26-09-2023,5165.637667,14,0,0,0,30,0
29-12-2023,5792.022692,7,0,0,0,60,0
26-02-2023,5142.076538,13,0,1,0,60,1
01-09-2023,4125.102727,12,0,0,0,30,0
11-03-2023,5030.825484,14,0,0,1,60,0
22-06-2023,6323.652059,12,0,0,1,90,1
19-11-2023,4497.31375,22,0,1,1,30,1
08-12-2023,3982.311224,14,0,0,0,30,1
11-07-2023,11108.46024,15,0,0,1,90,0
09-12-2023,2530.412917,16,0,0,1,90,0
02-06-2023,6701.944565,15,0,0,0,30,0
03-08-2023,2859.703056,12,0,0,0,60,0
25-01-2023,1841.01,10,0,0,0,30,0
21-01-2023,4933.721429,7,0,0,0,30,0
12-09-2023,11841.51553,17,0,0,0,60,0
03-04-2023,4338.234815,13,0,0,0,30,0
15-01-2023,6497.2325,4,0,0,0,60,0
01-01-2023,4094.22,1,0,0,0,90,0
18-12-2023,1890.029487,10,0,0,0,30,0
23-04-2023,14367.77763,17,0,0,0,30,0
25-06-2023,4644.996667,12,0,0,0,30,1
10-11-2023,24109.85912,10,0,0,1,30,0
13-01-2023,4015.731429,7,0,0,1,60,0
18-01-2023,5448.93,6,0,1,1,30,1
13-01-2023,4994.537,10,0,0,0,30,0
23-07-2023,9948.08,16,0,1,0,90,1
20-07-2023,8164.954857,9,0,1,1,60,1
14-05-2023,3042.101591,13,0,0,0,30,0
07-07-2023,5539.674054,15,0,0,0,30,0
03-06-2023,12161.45189,8,0,0,0,30,0
03-12-2023,3952.731143,13,0,0,0,30,1
30-10-2023,9321.646429,18,0,0,0,60,0
19-12-2023,27931.14414,11,0,0,1,60,1
01-03-2023,3816.173846,8,0,0,1,30,0
31-01-2023,4620.878824,16,0,0,0,90,0
14-12-2023,1782.309714,9,0,1,1,30,1
02-03-2023,6751.062222,7,0,0,0,30,0
26-03-2023,2824.025769,19,0,0,1,60,0
07-12-2023,13704.39488,13,0,0,0,30,0
06-05-2023,4203.277778,13,0,0,0,60,0
04-08-2023,6599.124815,5,0,0,0,30,0
25-05-2023,4153.82027,15,0,0,0,90,0
22-06-2023,3428.566571,13,0,0,0,30,0
28-07-2023,11862.11321,8,0,0,0,30,0
01-12-2023,12666.07694,12,0,0,0,30,0
04-07-2023,11999.972,15,0,0,1,30,0
18-05-2023,2063.118718,14,0,0,0,30,0
29-07-2023,6114.154054,14,0,0,1,30,0
26-12-2023,6656.142927,16,0,1,0,30,1
23-06-2023,6839.93,7,0,0,0,60,0
28-03-2023,1832.820606,11,0,0,0,30,0
07-06-2023,9092.47,11,0,0,0,60,0
17-10-2023,4326.108947,13,0,0,0,60,0
04-09-2023,4209.26975,17,0,0,1,60,0
15-01-2023,6753.116,10,0,0,1,60,0
12-10-2023,6230.59,9,0,0,0,30,0
10-10-2023,8603.668667,8,0,0,0,90,0
22-03-2023,9609.106552,10,0,1,0,30,1
30-10-2023,11590.00216,16,0,1,0,90,1
03-08-2023,5166.8675,14,0,1,1,30,1
20-07-2023,10988.8835,15,0,0,0,30,0
09-07-2023,5554.549062,14,0,0,0,60,0
25-01-2023,6430.875,8,0,0,0,30,0
04-12-2023,1922.637556,13,0,0,0,30,0
07-02-2023,1580.548235,15,0,0,1,30,0
05-12-2023,5592.165676,14,0,0,1,60,0
14-04-2023,15052.63714,18,0,0,0,30,0
07-11-2023,8106.668,11,0,0,1,30,0
14-01-2023,8506.227143,7,0,0,0,60,0
07-11-2023,5479.776364,9,0,0,0,30,0
28-09-2023,8599.082,12,0,0,0,60,0
25-08-2023,4318.72075,15,0,0,0,30,0
08-12-2023,7041.332051,13,0,0,0,30,0
27-11-2023,6491.00027,9,0,0,0,30,0
16-05-2023,5379.3294,21,0,0,1,30,0
25-05-2023,9647.072791,14,0,0,0,30,0
16-04-2023,4080.937436,16,0,0,1,30,0
25-01-2023,10767.41,13,0,0,0,60,0
03-03-2023,11830.14806,13,0,0,0,30,1
12-07-2023,2894.17,15,0,0,1,30,0
29-10-2023,7460.379697,10,0,0,1,30,0
01-01-2023,1445.34,1,0,0,0,30,0
26-02-2023,4919.692632,12,0,0,0,30,1
25-01-2023,616.395,6,0,1,0,60,1
06-07-2023,2983.869167,12,0,0,0,60,0
21-09-2023,3784.821667,9,0,0,0,30,1
31-08-2023,3982.173529,16,0,0,0,90,0
23-09-2023,6096.635789,10,0,0,0,90,0
22-08-2023,4850.8675,10,0,1,0,30,1
21-02-2023,5293.517419,18,0,0,0,30,0
29-10-2023,8300.557143,13,0,0,1,30,0
03-04-2023,14574.29806,12,0,0,0,30,0
27-11-2023,1871.739737,13,0,0,1,30,0
17-08-2023,8697.060769,10,0,0,0,60,0
14-10-2023,4381.766286,11,0,0,0,30,0
05-06-2023,11842.73062,10,0,0,0,30,0
19-05-2023,7488.126923,15,0,0,0,30,0
23-05-2023,4449.41,18,0,0,0,90,0
15-03-2023,11583.15444,10,0,0,0,30,0
08-12-2023,6661.359474,18,0,1,0,90,1
05-06-2023,5659.613143,14,0,0,0,30,0
30-07-2023,1851.253529,15,0,1,0,30,1
22-11-2023,9787.722564,9,0,0,1,90,1
23-12-2023,2167.903571,15,0,0,0,60,0
29-07-2023,3589.4375,10,0,0,1,30,0
18-07-2023,4597.977442,21,0,0,0,30,0
22-06-2023,5464.392667,9,0,0,0,30,0
13-02-2023,5095.472727,14,0,0,0,30,0
09-11-2023,3797.548913,16,0,0,0,30,0
23-07-2023,14389.39977,11,0,0,0,60,0
20-01-2023,12353.31667,9,0,1,0,30,1
12-02-2023,2992.006333,20,0,0,0,30,0
06-03-2023,3799.013846,13,0,1,0,60,1
07-04-2023,8507.425238,19,0,0,0,30,0
15-02-2023,4951.005789,11,0,0,0,30,0
25-02-2023,23506.60333,13,0,0,1,30,0
01-06-2023,5447.841818,12,0,0,0,60,0
26-08-2023,22116.34789,13,0,0,0,60,0
17-06-2023,17017.06727,10,0,1,0,30,1
27-12-2023,15599.91237,13,0,1,0,30,1
28-04-2023,7268.513902,9,0,1,0,30,1
29-04-2023,12959.99364,16,0,0,0,30,0
19-01-2023,4881.188182,11,0,0,0,60,1
02-06-2023,4393.149804,17,0,0,0,30,0
20-06-2023,12230.16441,16,0,0,0,30,0
12-03-2023,1962.616207,14,0,0,0,60,0
05-10-2023,2308.509375,15,0,0,1,30,0
27-08-2023,8664.7,15,0,0,0,30,1
01-03-2023,7852.525833,10,0,0,1,30,0
26-11-2023,9661.388485,11,0,0,1,90,0
01-05-2023,5582.079167,11,0,0,0,60,0
06-05-2023,27448.28974,12,0,0,0,30,1
05-02-2023,1081.397059,16,0,0,0,60,0
08-08-2023,6391.652258,14,0,0,0,90,1
12-10-2023,16480.15512,15,0,0,0,30,0
17-05-2023,15359.78724,10,0,0,0,90,0
11-12-2023,2241.54725,15,0,0,0,60,0
29-07-2023,15049.52816,15,0,1,0,30,1
26-01-2023,3801.395,8,0,0,1,30,0
20-09-2023,6148.6505,11,0,0,1,30,0
23-06-2023,1283.550889,21,0,1,1,30,1
20-01-2023,4172.802,10,0,0,0,30,0
07-09-2023,4446.556818,15,0,0,1,30,0
21-03-2023,9301.481316,20,0,0,1,90,0
11-03-2023,24629.80724,18,0,0,0,30,0
31-03-2023,3588.414615,11,0,0,0,30,0
20-03-2023,7994.482973,19,0,0,0,60,1
12-01-2023,8457.28,7,0,0,0,90,0
14-03-2023,8333.085625,18,0,0,0,60,0
05-12-2023,3264.597857,11,0,0,0,60,0
25-07-2023,24646.21659,10,0,0,1,30,1
03-12-2023,3149.802222,16,0,0,0,60,0
20-09-2023,1662.044211,14,0,0,1,30,0
06-10-2023,3145.072162,11,0,0,0,30,0
11-06-2023,10376.39722,16,0,0,0,30,0
12-06-2023,2427.024857,12,0,0,0,30,0
08-09-2023,12080.65972,19,0,0,1,30,0
12-08-2023,7470.638214,9,0,0,0,30,0
18-10-2023,9266.861714,13,0,0,0,30,0
02-12-2023,1850.900222,17,0,0,0,60,0
11-02-2023,2730.221579,12,0,1,1,30,1
02-06-2023,14505.76429,18,0,1,1,30,1
30-11-2023,4479.296286,12,0,0,1,60,0
25-01-2023,5047.473333,12,0,0,0,30,0
12-11-2023,3314.108571,12,0,0,0,30,0
04-04-2023,5030.405476,15,0,0,0,30,0
31-12-2023,6675.972973,17,0,0,0,60,0
03-10-2023,7223.346552,12,0,1,0,30,1
21-02-2023,8313.577742,22,0,0,1,30,0
30-10-2023,8506.542195,15,0,0,1,30,0
12-01-2023,2623.449167,12,0,1,1,30,1
19-09-2023,5508.526765,14,0,0,0,60,0
30-04-2023,5918.122353,9,0,0,1,30,0
17-12-2023,19785.02571,17,0,0,1,60,0
11-10-2023,7243.767333,10,0,1,1,30,1
07-07-2023,1703.672927,16,0,1,0,30,1
23-09-2023,8288.67575,15,0,0,0,30,0
13-03-2023,7655.822609,8,0,0,0,30,0
11-10-2023,2526.263429,15,0,0,0,60,0
12-01-2023,6090.38125,8,0,0,0,30,0
24-11-2023,5880.438919,15,0,0,0,60,1
02-11-2023,3788.176216,10,0,0,0,60,0
30-10-2023,13754.9575,14,0,0,1,30,0
13-03-2023,8163.831923,13,0,0,0,30,0
16-01-2023,4073.885,8,0,0,0,30,0
02-04-2023,5495.960976,10,0,0,0,30,1
26-01-2023,15571.70231,13,0,0,0,30,0
15-10-2023,9063.327826,12,0,0,0,60,0
23-02-2023,4088.615,14,0,0,0,60,0
05-02-2023,11890.9095,17,0,0,0,60,0
25-08-2023,13956.21463,11,0,0,0,90,0
03-11-2023,11964.22711,11,0,0,0,60,0
02-10-2023,3238.499355,8,0,1,1,30,1
08-01-2023,5274.265,4,0,1,1,30,1
15-04-2023,10663.99552,12,0,0,1,30,0
15-01-2023,4607.356,10,0,0,0,30,1
02-11-2023,8194.925476,11,0,0,0,30,0
03-07-2023,5655.887838,8,0,0,0,30,1
29-07-2023,5530.074706,12,0,0,1,90,0
08-12-2023,5865.472059,11,0,0,1,60,1
11-04-2023,2226.337381,11,0,1,0,30,1
26-11-2023,1752.588889,15,0,0,1,30,0
03-06-2023,3075.158667,7,0,1,0,60,1
28-10-2023,15203.63625,12,0,0,0,30,0
23-03-2023,2449.565938,19,0,0,0,30,0
15-11-2023,1310.9076,14,0,0,1,90,0
24-07-2023,8714.735,17,0,0,1,60,0
11-08-2023,4363.749118,10,0,0,0,30,0
15-01-2023,11331.75846,13,0,0,0,90,0
29-03-2023,6343.966296,9,0,0,1,60,0
08-11-2023,5298.62878,15,0,0,0,30,0
29-06-2023,2958.381707,10,0,0,0,30,0
02-10-2023,3399.861591,19,0,0,0,30,0
25-09-2023,1663.904146,16,0,0,1,30,0
21-05-2023,9351.136316,15,0,0,0,30,0
09-09-2023,4603.047727,18,0,0,0,30,0
13-10-2023,4622.278182,13,0,1,1,60,1
04-04-2023,15474.47188,11,0,0,0,90,1
13-08-2023,3821.016977,14,0,1,0,30,1
07-06-2023,1437.849111,13,0,0,1,30,0
03-03-2023,4952.2956,13,0,0,0,60,0
17-02-2023,13396.65632,9,0,1,0,30,1
28-06-2023,18652.26114,17,0,0,0,30,0
07-05-2023,1220.654706,7,0,0,0,30,0
04-11-2023,3697.809706,12,0,0,0,30,0
15-01-2023,5768.273333,6,0,1,0,30,1
23-12-2023,9818.614146,16,0,0,0,90,0
23-05-2023,2354.318378,8,0,1,1,60,1
05-09-2023,27132.78262,15,0,0,1,90,1
24-03-2023,4247.732609,16,0,0,0,30,0
31-12-2023,5284.305517,9,0,0,0,60,0
10-02-2023,2429.142857,9,0,0,0,90,0
04-08-2023,7487.45875,10,0,0,1,30,0
10-04-2023,8326.575682,20,0,0,0,30,0
30-10-2023,18241.76615,15,0,1,0,60,1
20-01-2023,6080.299,10,0,0,0,30,0
06-03-2023,3914.367241,14,0,0,0,60,0
10-12-2023,5909.786957,14,0,0,0,30,0
26-12-2023,1264.617179,16,0,1,0,60,1
09-08-2023,5541.408043,17,0,1,1,60,1
16-09-2023,5627.852292,13,0,0,0,30,0
02-03-2023,4614.066774,15,0,0,0,30,0
15-04-2023,28419.767,11,0,1,0,90,0
21-06-2023,2378.881875,14,0,0,1,60,0
22-05-2023,2612.886944,10,0,0,0,30,0
15-02-2023,15838.26211,11,0,0,0,30,0
19-10-2023,5246.904242,11,0,0,0,30,0
16-09-2023,1473.122241,12,0,0,0,90,0
09-10-2023,11317.32,15,0,0,0,30,0
18-02-2023,5305.8352,20,0,0,0,30,0
08-04-2023,1738.007805,10,0,0,0,30,0
05-08-2023,8158.242,19,0,0,0,30,0
18-09-2023,2289.272778,6,0,0,0,30,0
25-11-2023,4812.917857,13,0,0,0,30,0
19-01-2023,2413.256,5,0,0,0,60,0
09-04-2023,3839.3925,7,0,0,0,30,0
17-12-2023,33486.68368,15,0,0,0,90,1
27-08-2023,4477.980286,12,0,0,0,30,0
06-06-2023,1424.311515,16,0,1,0,30,0
30-10-2023,4283.028378,17,0,0,0,90,0
22-10-2023,8145.101579,10,0,0,0,60,1
14-01-2023,6679.469,10,0,0,0,60,0
11-04-2023,8134.606552,11,0,0,1,60,1
14-06-2023,4431.4675,11,0,1,0,30,1
02-12-2023,7331.452143,8,0,0,1,30,0
01-03-2023,7060.424643,11,0,1,0,60,1
15-08-2023,4375.876667,15,0,0,0,30,0
08-11-2023,3088.033846,14,0,0,0,60,0
27-04-2023,10388.22433,10,0,0,1,60,0
29-08-2023,4417.698936,16,0,1,0,90,1
02-08-2023,3314.086129,8,0,0,0,60,0
28-11-2023,3306.499459,10,0,0,1,60,0
05-12-2023,2478.247576,14,0,0,1,30,0
31-07-2023,5129.5398,18,0,0,0,30,0
26-02-2023,5107.853043,9,0,0,1,60,0
27-02-2023,10755.58964,16,0,0,0,30,0
01-11-2023,3570.43359,13,0,0,0,30,1
02-07-2023,16836.72026,12,0,0,0,30,0
27-03-2023,4745.57375,6,0,0,0,60,0
07-09-2023,3584.232286,7,0,1,0,30,1
04-12-2023,1523.547,13,0,0,1,60,0
24-12-2023,5627.188163,9,0,0,0,30,0
24-11-2023,7315.469286,8,0,0,0,30,0
18-06-2023,1171.871579,12,0,0,0,30,0
19-04-2023,6302.078387,8,0,0,0,30,0
16-06-2023,7436.482889,18,0,0,0,90,0
06-01-2023,6994.92,1,0,0,0,30,0
27-09-2023,1601.4775,15,0,0,0,30,0
16-04-2023,5727.274412,11,0,0,1,30,0
28-03-2023,3767.116098,11,0,0,1,90,0
31-07-2023,4317.688704,18,0,0,1,30,0
24-11-2023,4709.391951,9,0,0,0,30,0
17-05-2023,3523.93175,16,0,0,0,30,0
31-10-2023,8073.71875,9,0,0,0,30,0
23-09-2023,7034.3165,15,0,0,1,30,0
11-07-2023,8692.139697,11,0,0,0,60,0
28-11-2023,5243.733333,8,0,0,0,30,0
29-01-2023,13986.886,20,0,0,0,30,0
07-12-2023,6145.972895,9,0,0,0,30,0
24-06-2023,6007.933333,16,0,1,0,30,1
04-10-2023,6564.84814,9,0,0,0,30,0
25-10-2023,4795.995429,10,0,0,0,60,0
31-10-2023,30231.97917,14,0,0,1,30,0
10-07-2023,7465.435143,13,0,0,0,30,0
28-11-2023,2868.505641,11,0,0,1,60,0
13-02-2023,6241.214118,14,0,0,0,60,0
02-11-2023,8011.842927,22,0,0,0,30,0
07-01-2023,28651.2225,4,0,0,0,30,0
17-06-2023,2814.98,16,0,0,0,60,0
27-01-2023,2526.242,10,0,0,0,30,0
01-05-2023,4976.773143,11,0,1,1,30,1
23-07-2023,3792.500392,24,0,0,0,30,0
10-09-2023,1568.504048,15,0,1,0,30,1
16-12-2023,10882.27891,19,0,0,0,60,0
17-02-2023,11679.36643,11,0,0,0,60,0
03-01-2023,3075.88,1,0,0,0,60,0
15-10-2023,6758.59,12,0,0,1,60,0
20-08-2023,3004.134872,11,0,0,1,30,0
03-05-2023,3444.121471,16,0,0,1,30,0
26-05-2023,1342.986222,18,0,0,0,60,0
24-11-2023,3902.947429,13,0,0,0,30,0
19-07-2023,5069.473415,14,0,1,0,30,1
09-10-2023,16575.41781,16,0,0,0,60,0
15-05-2023,10092.47135,11,0,0,0,30,0
30-11-2023,4981.765806,16,0,0,0,30,1
17-05-2023,1473.292791,11,0,0,0,30,0
10-12-2023,5159.740233,14,0,0,0,30,0
20-08-2023,1592.073158,11,0,0,0,60,0
15-05-2023,15707.36968,11,0,0,0,60,0
20-01-2023,1780.588333,6,0,0,0,30,0
10-03-2023,3118.891143,11,0,1,0,30,1
16-08-2023,7613.473409,11,0,0,0,30,0
01-05-2023,4953.346739,23,0,0,1,60,0
28-12-2023,5431.981429,13,0,0,0,90,0
21-06-2023,7056.763095,17,0,0,1,30,0
04-10-2023,3006.201944,14,0,0,0,30,0
03-11-2023,2748.135952,16,0,0,0,30,0
21-04-2023,3792.788043,10,0,0,0,30,1
06-06-2023,2416.343913,8,0,0,0,30,0
18-10-2023,10459.0575,14,0,0,0,60,0
12-02-2023,7652.172308,20,0,0,1,30,0
25-06-2023,2673.25575,10,0,0,0,60,1
08-11-2023,2946.616905,12,0,1,0,30,1
25-09-2023,4755.027368,11,0,0,1,30,0
14-12-2023,1623.636744,18,0,0,1,60,0
13-03-2023,15353.36727,7,0,0,1,30,0
04-04-2023,2125.92,11,0,0,1,30,0
19-09-2023,11794.24744,20,0,0,1,30,0
01-05-2023,3682.135128,13,0,0,0,30,0
17-03-2023,2022.885172,11,0,0,0,30,0
20-09-2023,9442.999231,16,0,0,1,30,0
26-06-2023,5943.294146,18,0,1,0,30,1
20-04-2023,17049.66692,14,0,0,0,90,0
10-08-2023,8833.730294,12,0,0,1,90,0
03-05-2023,4882.319333,13,0,0,0,30,0
25-05-2023,9053.02587,19,0,0,0,30,0
13-07-2023,3517.15814,16,0,0,0,30,0
06-08-2023,3526.459167,6,0,0,0,60,1
13-07-2023,5356.066667,13,0,0,0,60,0
31-01-2023,3529.520833,12,0,1,0,30,1
09-12-2023,5893.189211,13,0,0,0,30,0
24-03-2023,3860.126176,14,0,0,0,30,0
19-12-2023,13521.12579,18,0,0,1,60,0
06-03-2023,5215.938889,11,0,1,0,60,1
16-12-2023,3195.2125,10,0,0,0,90,0
04-08-2023,10823.825,11,0,0,0,30,0
27-12-2023,12479.56324,12,0,0,0,60,0
14-08-2023,4844.851316,13,0,0,1,60,0
26-03-2023,4781.656111,13,0,0,1,30,0
11-04-2023,6465.663182,14,0,0,1,30,0
27-09-2023,1985.960714,14,0,0,0,30,0
19-05-2023,3480.26119,15,0,1,1,90,1
05-04-2023,9153.924792,15,0,0,1,30,1
15-11-2023,22192.1395,17,0,0,1,90,1
02-09-2023,9727.456981,13,0,0,1,60,0
28-12-2023,10790.67563,9,0,0,0,30,0
06-06-2023,5178.937838,15,0,0,0,30,0
13-07-2023,4988.076571,10,0,0,0,30,0
02-03-2023,4906.255714,11,0,0,0,30,0
15-09-2023,5626.55,9,0,0,1,30,0
22-08-2023,21088.94143,12,0,0,0,60,0
25-07-2023,4259.499697,10,0,1,0,60,1
14-06-2023,11863.76581,10,0,0,0,90,0
18-03-2023,3310.1425,17,0,0,1,30,0
12-05-2023,6087.356905,18,0,0,0,60,0
29-04-2023,5140.824167,10,0,0,0,60,0
14-06-2023,4020.87175,13,0,0,1,60,0
11-09-2023,4488.636897,12,0,0,1,90,0
25-07-2023,8239.638718,17,0,0,1,30,0
06-02-2023,2086.232941,15,0,0,0,30,0
12-03-2023,11887.55708,10,0,0,0,30,0
28-10-2023,4242.455714,12,0,0,0,30,0
17-08-2023,9935.93619,22,0,0,0,30,0
15-07-2023,705.3205714,8,0,0,0,60,0
13-07-2023,5785.377292,17,0,0,0,60,0
01-12-2023,3988.737941,13,0,0,0,60,0
01-11-2023,5273.911471,11,0,0,1,30,1
04-03-2023,6811.872,15,0,0,1,30,0
26-04-2023,16606.80409,11,0,0,1,30,1
16-11-2023,4211.172444,9,0,0,0,90,0
03-01-2023,1008.84,1,0,0,1,30,0
30-11-2023,3416.795714,8,0,0,0,90,0
21-05-2023,2269.439,11,0,1,0,60,1
21-03-2023,9957.6525,9,0,0,0,30,0
17-09-2023,3364.631875,22,0,0,0,30,0
21-01-2023,3567.496,5,0,0,1,90,0
05-01-2023,2962.63,1,0,0,0,60,0
23-02-2023,3648.206429,16,0,0,1,60,0
19-01-2023,3323.400769,13,0,1,1,30,1
19-03-2023,16072.75176,15,0,0,0,30,0
03-07-2023,18320.92467,20,0,0,0,30,0
27-04-2023,5798.851163,19,0,0,1,30,1
